chain,dish,assigned_key,photo_file
82-ALE-HOUSE-GRAND,デュワーズ12年ハイボール,whisky,/static/media/food/whisky.jpg
82-ALE-HOUSE-GRAND,竹鶴ハイボール,whisky,/static/media/food/whisky.jpg
82-ALE-HOUSE-GRAND,森香る白州ハイボール,whisky,/static/media/food/whisky.jpg
82-ALE-HOUSE-GRAND,山崎ハイボール,whisky,/static/media/food/whisky.jpg
82-ALE-HOUSE-GRAND,余市ハイボール,whisky,/static/media/food/whisky.jpg
82-ALE-HOUSE-GRAND,82リアルエール 1/2 Pint glass,,(tile)
82-ALE-HOUSE-GRAND,82リアルエール 1 Pint glass,,(tile)
82-ALE-HOUSE-GRAND,ハブクラフト セッションIPA 1/2 Pint glass,,(tile)
82-ALE-HOUSE-GRAND,ハブクラフト セッションIPA 1 Pint glass,,(tile)
82-ALE-HOUSE-GRAND,キリンラガービール 1/2 Pint glass,beer_alcohol,/static/media/food/beer_alcohol.jpg
82-ALE-HOUSE-GRAND,キリンラガービール 1 Pint glass,beer_alcohol,/static/media/food/beer_alcohol.jpg
82-ALE-HOUSE-GRAND,ギネス 1 Pint glass,,(tile)
82-ALE-HOUSE-GRAND,ギネス 1 Pint,,(tile)
82-ALE-HOUSE-GRAND,シャンディガフ,,(tile)
82-ALE-HOUSE-GRAND,シャンディガフ L Size,,(tile)
82-ALE-HOUSE-GRAND,82アップルビア,,(tile)
82-ALE-HOUSE-GRAND,82アップルビア L Size,,(tile)
82-ALE-HOUSE-GRAND,ゲストビール,beer_alcohol,/static/media/food/beer_alcohol.jpg
82-ALE-HOUSE-GRAND,マグナーズ オリジナルサイダー,,(tile)
82-ALE-HOUSE-GRAND,3種飲み比べSET,,(tile)
82-ALE-HOUSE-GRAND,GUEST WHISKY,,(tile)
82-ALE-HOUSE-GRAND,デュワーズ12年,,(tile)
82-ALE-HOUSE-GRAND,デュワーズ12年 L Size,,(tile)
82-ALE-HOUSE-GRAND,シーバスリーガル12年,,(tile)
82-ALE-HOUSE-GRAND,バランタイン17年,,(tile)
82-ALE-HOUSE-GRAND,ザ・ディーコン,,(tile)
82-ALE-HOUSE-GRAND,カナディアンクラブ,,(tile)
82-ALE-HOUSE-GRAND,ブラックニッカ スペシャル,,(tile)
82-ALE-HOUSE-GRAND,ジェムソン,,(tile)
82-ALE-HOUSE-GRAND,ブッシュミルズ オリジナル,,(tile)
82-ALE-HOUSE-GRAND,ブッシュミルズ10年,,(tile)
82-ALE-HOUSE-GRAND,イーガンズ ブレンド,,(tile)
82-ALE-HOUSE-GRAND,ジムビーム,,(tile)
82-ALE-HOUSE-GRAND,フォアローゼズ ブラック,,(tile)
82-ALE-HOUSE-GRAND,メーカーズマーク,,(tile)
82-ALE-HOUSE-GRAND,エンジェルズ エンヴィ,,(tile)
82-ALE-HOUSE-GRAND,ジャックダニエル,,(tile)
82-ALE-HOUSE-GRAND,グレンモーレンジィ オリジナル12年,,(tile)
82-ALE-HOUSE-GRAND,ロイヤル・ブラックラ12年,,(tile)
82-ALE-HOUSE-GRAND,グレンロッキー12年,,(tile)
82-ALE-HOUSE-GRAND,グレンモーレンジィ18年,,(tile)
82-ALE-HOUSE-GRAND,アードベッグ10年,,(tile)
82-ALE-HOUSE-GRAND,アードベッグ10年 L Size,,(tile)
82-ALE-HOUSE-GRAND,リベット ザ・グレンリベット12年,,(tile)
82-ALE-HOUSE-GRAND,リベット ザ・グレンリベット12年 L Size,,(tile)
82-ALE-HOUSE-GRAND,タリスカー10年,,(tile)
82-ALE-HOUSE-GRAND,タリスカー10年 L Size,,(tile)
82-ALE-HOUSE-GRAND,82フルーツハイボール,whisky,/static/media/food/whisky.jpg
82-ALE-HOUSE-GRAND,ザ・グレングラント アルボラリス,,(tile)
82-ALE-HOUSE-GRAND,ザ・グレンリベット12年,,(tile)
82-ALE-HOUSE-GRAND,ザ・シングルトン ダフタウン12年,,(tile)
82-ALE-HOUSE-GRAND,ザ・マッカラン12年,,(tile)
82-ALE-HOUSE-GRAND,スプリングバンク10年,pudding,
82-ALE-HOUSE-GRAND,ブッシュミルズ シングルモルト10年,,(tile)
82-ALE-HOUSE-GRAND,カネマラ,,(tile)
82-ALE-HOUSE-GRAND,ラフロイグ10年,,(tile)
82-ALE-HOUSE-GRAND,ボウモア12年,,(tile)
82-ALE-HOUSE-GRAND,カリラ12年,,(tile)
82-ALE-HOUSE-GRAND,アランモルト10年,,(tile)
82-ALE-HOUSE-GRAND,白州,,(tile)
82-ALE-HOUSE-GRAND,宮城峡,,(tile)
82-ALE-HOUSE-GRAND,余市,,(tile)
82-ALE-HOUSE-GRAND,竹鶴ピュアモルト,,(tile)
82-ALE-HOUSE-GRAND,ラガヴーリン16年,,(tile)
82-ALE-HOUSE-GRAND,ビーフィーター 30ml,,(tile)
82-ALE-HOUSE-GRAND,ビーフィーター ジン トニック,,(tile)
82-ALE-HOUSE-GRAND,ウィットリーニール ルバーブ&ジンジャー 30ml,,(tile)
82-ALE-HOUSE-GRAND,ウィットリーニール ルバーブ&ジンジャー ジン トニック,,(tile)
82-ALE-HOUSE-GRAND,タンカレー ナンバーテン 30ml,curry_rice,/static/media/food/curry_rice.jpg
82-ALE-HOUSE-GRAND,タンカレー ナンバーテン ジン トニック,curry_rice,/static/media/food/curry_rice.jpg
82-ALE-HOUSE-GRAND,82ロンドンジン トニック,,(tile)
82-ALE-HOUSE-GRAND,桜尾 30ml,,(tile)
82-ALE-HOUSE-GRAND,桜尾ジン トニック,,(tile)
82-ALE-HOUSE-GRAND,季の美 30ml,,(tile)
82-ALE-HOUSE-GRAND,季の美ジン トニック,,(tile)
82-ALE-HOUSE-GRAND,和美人 30ml,,(tile)
82-ALE-HOUSE-GRAND,和美人ジン トニック,,(tile)
82-ALE-HOUSE-GRAND,82ドライレモン,,(tile)
82-ALE-HOUSE-GRAND,82レモン,,(tile)
82-ALE-HOUSE-GRAND,82ピンクドラゴン,,(tile)
82-ALE-HOUSE-GRAND,82グレープフルーツ,,(tile)
82-ALE-HOUSE-GRAND,モヒート,cocktail,/static/media/food/cocktail.jpg
82-ALE-HOUSE-GRAND,オレンジモヒート,cocktail,/static/media/food/cocktail.jpg
82-ALE-HOUSE-GRAND,特製サングリア,,(tile)
82-ALE-HOUSE-GRAND,アップルキウイ,,(tile)
82-ALE-HOUSE-GRAND,ジンジャービア モスコミュール,,(tile)
82-ALE-HOUSE-GRAND,ジン・トニック,,(tile)
82-ALE-HOUSE-GRAND,キューバリブレ,,(tile)
82-ALE-HOUSE-GRAND,チャイナブルー,,(tile)
82-ALE-HOUSE-GRAND,サングリアレモネード,lemonade,/static/media/food/lemonade.jpg
82-ALE-HOUSE-GRAND,テキーラサンライズ,,(tile)
82-ALE-HOUSE-GRAND,レッドブル ウォッカ,,(tile)
82-ALE-HOUSE-GRAND,エックスX,,(tile)
82-ALE-HOUSE-GRAND,スピリッツ,,(tile)
82-ALE-HOUSE-GRAND,リキュール,,(tile)
82-ALE-HOUSE-GRAND,ソーダ,juice_beverage,/static/media/food/juice_beverage.jpg
82-ALE-HOUSE-GRAND,各種ジュース,juice_beverage,/static/media/food/juice_beverage.jpg
82-ALE-HOUSE-GRAND,ハウスワイン 赤/白 Glass,wine_drink,/static/media/food/wine_drink.jpg
82-ALE-HOUSE-GRAND,ハウスワイン 赤/白 100ml,wine_drink,/static/media/food/wine_drink.jpg
82-ALE-HOUSE-GRAND,ハウスワイン 赤/白 Bottle,wine_drink,/static/media/food/wine_drink.jpg
82-ALE-HOUSE-GRAND,シャンドンブリュット Bottle,,(tile)
82-ALE-HOUSE-GRAND,梅酒 50ml,beer_alcohol,/static/media/food/beer_alcohol.jpg
82-ALE-HOUSE-GRAND,白水 43ml,,(tile)
82-ALE-HOUSE-GRAND,コカ・コーラ,cola_drink,/static/media/food/cola_drink.jpg
82-ALE-HOUSE-GRAND,ジンジャーエール,cola_drink,/static/media/food/cola_drink.jpg
82-ALE-HOUSE-GRAND,オレンジジュース,juice_beverage,/static/media/food/juice_beverage.jpg
82-ALE-HOUSE-GRAND,アップルジュース,juice_beverage,/static/media/food/juice_beverage.jpg
82-ALE-HOUSE-GRAND,ミルク,milk_drink,/static/media/food/milk_drink.jpg
82-ALE-HOUSE-GRAND,ウーロン茶,oolong_tea,
82-ALE-HOUSE-GRAND,緑茶,green_tea,/static/media/food/green_tea.jpg
82-ALE-HOUSE-GRAND,レッドブル,,(tile)
82-ALE-HOUSE-GRAND,キリン グリーンズフリー,,(tile)
82-ALE-HOUSE-GRAND,フィーバーツリー プレミアムジンジャービア,,(tile)
82-ALE-HOUSE-GRAND,イングリッシュガーデン,,(tile)
82-ALE-HOUSE-GRAND,バージンモヒート,cocktail,/static/media/food/cocktail.jpg
82-ALE-HOUSE-GRAND,フィッシュ&チップス,fish_and_chips,/static/media/food/fish_and_chips.jpg
82-ALE-HOUSE-GRAND,シェパーズパイ,donut,/static/media/food/donut.jpg
82-ALE-HOUSE-GRAND,ソーセージ&マッシュ,sausage,/static/media/food/sausage.jpg
82-ALE-HOUSE-GRAND,ローストビーフ,roast_beef,/static/media/food/roast_beef.jpg
82-ALE-HOUSE-GRAND,ミートパイ,donut,/static/media/food/donut.jpg
82-ALE-HOUSE-GRAND,マカロニチーズ,cheese_plate,
82-ALE-HOUSE-GRAND,フライドポテト,french_fries,/static/media/food/french_fries.jpg
82-ALE-HOUSE-GRAND,オニオンリング,onion_rings,/static/media/food/onion_rings.jpg
82-ALE-HOUSE-GRAND,チキン&チップス,karaage_chicken,/static/media/food/karaage_chicken.jpg
82-ALE-HOUSE-GRAND,フィッシュフライ,fry_seafood,/static/media/food/fry_seafood.jpg
82-ALE-HOUSE-GRAND,スパイシーミニフリッター,donut,/static/media/food/donut.jpg
82-ALE-HOUSE-GRAND,タムタム,,(tile)
82-ALE-HOUSE-GRAND,ソーセージ串,sausage,/static/media/food/sausage.jpg
82-ALE-HOUSE-GRAND,枝豆,edamame,/static/media/food/edamame.jpg
82-ALE-HOUSE-GRAND,おつまみシュリンプ,,(tile)
82-ALE-HOUSE-GRAND,ごぼうスティック,,(tile)
82-ALE-HOUSE-GRAND,パンプキンフライ,fry_seafood,/static/media/food/fry_seafood.jpg
82-ALE-HOUSE-GRAND,バッファローチキン,karaage_chicken,/static/media/food/karaage_chicken.jpg
82-ALE-HOUSE-GRAND,生ハム,prosciutto,
82-ALE-HOUSE-GRAND,チーズ盛り合わせ,cheese_plate,
82-ALE-HOUSE-GRAND,スモークサーモン,sushi_salmon,/static/media/food/sushi_salmon.jpg
82-ALE-HOUSE-GRAND,スモークカキ,,(tile)
82-ALE-HOUSE-GRAND,パテ,,(tile)
82-ALE-HOUSE-GRAND,バゲット,,(tile)
82-ALE-HOUSE-GRAND,マルゲリータ,pizza,/static/media/food/pizza.jpg
82-ALE-HOUSE-GRAND,マルゲリータ L Size,pizza,/static/media/food/pizza.jpg
82-ALE-HOUSE-GRAND,クワトロフォルマッジ,,(tile)
82-ALE-HOUSE-GRAND,クワトロフォルマッジ L Size,,(tile)
82-ALE-HOUSE-GRAND,彩り野菜のピクルス,,(tile)
82-ALE-HOUSE-GRAND,彩り野菜のフリット,,(tile)
82-ALE-HOUSE-GRAND,彩り野菜のバーニャカウダ,,(tile)
82-ALE-HOUSE-GRAND,おつまみキャベツ,,(tile)
82-ALE-HOUSE-GRAND,生ハムサラダ,salad_green,
82-ALE-HOUSE-GRAND,トリュフ香るマッシュポテト,french_fries,/static/media/food/french_fries.jpg
82-ALE-HOUSE-GRAND,生ハムシーザーサラダ,salad_green,
8番らーめん,野菜麻辣らーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,小さな野菜麻辣らーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,麻辣唐麺（１玉）,,(tile)
8番らーめん,麻辣唐麺（２玉）,,(tile)
8番らーめん,冷やし麻辣担々麺（１玉）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,冷やし麻辣担々麺（２玉）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,トッピング　シビ増し,,(tile)
8番らーめん,トッピング　辛肉増し,,(tile)
8番らーめん,トッピング　カラ増し,,(tile)
8番らーめん,ざるらーめん（１玉）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,ざるらーめん（２玉）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,冷めん（１玉）,,(tile)
8番らーめん,冷めん（２玉）,,(tile)
8番らーめん,８番セット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,小さな８番セット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,海老餃子セット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,小さな海老餃子セット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,Ａセット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,小さなＡセット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,Ｂセット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,小さなＢセット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,Ｃセット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,小さなＣセット,teishoku,/static/media/food/teishoku.jpg
8番らーめん,野菜らーめん（味噌）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,野菜らーめん（塩）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,野菜らーめん（醤油）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,野菜らーめん（バター風味）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,（麺1/2）小さな野菜らーめん（味噌）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,（麺1/2）小さな野菜らーめん（塩）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,（麺1/2）小さな野菜らーめん（醤油）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,（麺1/2）小さな野菜らーめん（バター風味）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,麺なし野菜らーめん（野菜スープ）　味噌,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,麺なし野菜らーめん（野菜スープ）　塩,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,麺なし野菜らーめん（野菜スープ）　醤油,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,麺なし野菜らーめん（野菜スープ）　バター風味,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,野菜ちゃあしゅうめん（味噌）,,(tile)
8番らーめん,野菜ちゃあしゅうめん（塩）,,(tile)
8番らーめん,野菜ちゃあしゅうめん（醤油）,,(tile)
8番らーめん,あっさりらーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,野菜担々麺（胡麻風味）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,野菜こく旨らーめん（とんこつ醤油）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,唐麺（１玉）,,(tile)
8番らーめん,唐麺（２玉）,,(tile)
8番らーめん,中華麺（醤油味）,,(tile)
8番らーめん,ちゃあしゅうめん（醤油味）,,(tile)
8番らーめん,担々麺（胡麻風味）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,お子さまらーめん（ジュース付き）,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
8番らーめん,お子さまらーめんセット（ジュース・ポテト付き）,teishoku,/static/media/food/teishoku.jpg
8番らーめん,ミニ炒飯,chahan,/static/media/food/chahan.jpg
8番らーめん,炒飯（スープ付き）,chahan,/static/media/food/chahan.jpg
8番らーめん,炒飯　大（スープ付き）,chahan,/static/media/food/chahan.jpg
8番らーめん,ライス小（漬物付）,gohan_rice,
8番らーめん,ライス中（漬物付）,gohan_rice,
8番らーめん,〆のご飯,gohan_rice,
8番らーめん,８番餃子　６個,gyoza,
8番らーめん,８番餃子<ダブル>１２個,gyoza,
8番らーめん,８番餃子<得盛>１８個,gyoza,
8番らーめん,海老餃子　6個,gyoza,
8番らーめん,海老餃子＜ダブル＞12個,gyoza,
8番らーめん,餃子コンビ（海老餃子6個・８番餃子6個）,gyoza,
8番らーめん,鶏の唐揚げ,karaage_chicken,/static/media/food/karaage_chicken.jpg
8番らーめん,鶏の唐揚げ＜ダブル＞,karaage_chicken,/static/media/food/karaage_chicken.jpg
8番らーめん,春巻き　２本,sushi_roll,/static/media/food/sushi_roll.jpg
8番らーめん,春巻き<ダブル>４本,sushi_roll,/static/media/food/sushi_roll.jpg
8番らーめん,フライドポテト,french_fries,/static/media/food/french_fries.jpg
8番らーめん,冷凍 ８番餃子（30個入り）,gyoza,
8番らーめん,冷凍 海老餃子（30個入り）,gyoza,
8番らーめん,冷凍 ８番炒飯　1パック（1人前）,chahan,/static/media/food/chahan.jpg
8番らーめん,冷凍 ８番春巻き（6本入り）,sushi_roll,/static/media/food/sushi_roll.jpg
8番らーめん,冷凍 ８番鶏の唐揚げ　1パック（300g）,karaage_chicken,/static/media/food/karaage_chicken.jpg
AFRODE-CLINIC,V タコライス,tacos,/static/media/food/tacos.jpg
AFRODE-CLINIC,V ゴボウとキノコの豆乳腸活スープ,soup_miso,/static/media/food/soup_miso.jpg
AFRODE-CLINIC,Today's Special Plate,teishoku,/static/media/food/teishoku.jpg
AFRODE-CLINIC,自然栽培玄米ご飯,gohan_rice,
AFRODE-CLINIC,玄米なし&サラダ大盛り変更可,salad_green,
AFRODE-CLINIC,サラダ大盛り,salad_green,
AFRODE-CLINIC,メイン大盛り,,(tile)
AFRODE-CLINIC,米粉パンに変更,,(tile)
AFRODE-CLINIC,平飼い卵の目玉焼き,tamago_egg,/static/media/food/tamago_egg.jpg
AFRODE-CLINIC,アボカド 1/4,salad_green,
AFRODE-CLINIC,Takeout Bento,,(tile)
AFRODE-CLINIC,アフリカンティー (Hot/Ice),tea_matcha,/static/media/food/tea_matcha.jpg
AFRODE-CLINIC,有機コーヒー (Hot/Ice),coffee,/static/media/food/coffee.jpg
AFURI,柚子塩らーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
AFURI,柚子醤油らーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
AFURI,塩らーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
AFURI,醤油らーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
AFURI,柚子辣湯麺,,(tile)
AFURI,彩り野菜のヴィーガンらーめん,ramen_shoyu,/static/media/food/ramen_shoyu.jpg
AFURI,夏季限定冷やし柚子塩麺,,(tile)
AFURI,季節限定スペシャルメニュー,,(tile)
AFURI,甘露つけ麺,ramen_tsukemen,/static/media/food/ramen_tsukemen.jpg
AFURI,柚子露つけ麺,ramen_tsukemen,/static/media/food/ramen_tsukemen.jpg
AFURI,辛露つけ麺,ramen_tsukemen,/static/media/food/ramen_tsukemen.jpg
AFURI,柚子辛露つけ麺,ramen_tsukemen,/static/media/food/ramen_tsukemen.jpg
AFURI,炙りコロチャーシュー飯,chashu,/static/media/food/chashu.jpg
AFURI,肉ごはん,gohan_rice,
AFURI,本枯節のおかかごはん,gohan_rice,
AFURI,タレごはん,gohan_rice,
AFURI,ごはん,gohan_rice,
AFURI,炙りチャーシュー（1枚）,chashu,/static/media/food/chashu.jpg
AFURI,角煮チャーシュー,chashu,/static/media/food/chashu.jpg
AFURI,煮玉子,tamago_egg,/static/media/food/tamago_egg.jpg
AFURI,メンマ,,(tile)
AFURI,海苔（7枚）,,(tile)
AFURI,水菜,,(tile)
AFURI,プレミアムモルツ 香るエール,,(tile)
AFURI,AFURI ハイボール,whisky,/static/media/food/whisky.jpg
AFURI,阿夫利 純米生酛,sake_drink,/static/media/food/sake_drink.jpg
AZABUDAI-HILLS-CAFE,コーヒー [ホット / アイス] (Coffee [Hot / Iced]),coffee,/static/media/food/coffee.jpg
AZABUDAI-HILLS-CAFE,カフェ・ラテ [ホット / アイス] (Café Latte [Hot / Iced]),coffee,/static/media/food/coffee.jpg
AZABUDAI-HILLS-CAFE,オーツミルク・ラテ [ホット / アイス] (Oat Milk Latte [Hot / Iced]),coffee,/static/media/food/coffee.jpg
AZABUDAI-HILLS-CAFE,エスプレッソ (Espresso),coffee,/static/media/food/coffee.jpg
AZABUDAI-HILLS-CAFE,オーガニック和紅茶 [ホット / アイス] (Japanese Black Tea [Hot / Iced]),tea_matcha,/static/media/food/tea_matcha.jpg
AZABUDAI-HILLS-CAFE,ジャスミン煎茶 [ホット] (Jasmine Sencha [Hot]),green_tea,/static/media/food/green_tea.jpg
AZABUDAI-HILLS-CAFE,ジンジャーほうじ茶 [ホット] (Ginger Roasted Green Tea [Hot]),green_tea,/static/media/food/green_tea.jpg
AZABUDAI-HILLS-CAFE,古木茶 [ホット] (Old Tree Tea [Hot]),tea_matcha,/static/media/food/tea_matcha.jpg
AZABUDAI-HILLS-CAFE,烏龍茶 [ホット / アイス] (Oolong Tea [Hot / Iced]),oolong_tea,
AZABUDAI-HILLS-CAFE,抹茶ラテ [ホット / アイス] (Matcha Latte [Hot / Iced]),coffee,/static/media/food/coffee.jpg
AZABUDAI-HILLS-CAFE,ほうじ茶ラテ [ホット / アイス] (Roasted Green Tea Latte [Hot / Iced]),coffee,/static/media/food/coffee.jpg
AZABUDAI-HILLS-CAFE,リンデンハニーレモネード (Linden Honey Lemonade),lemonade,/static/media/food/lemonade.jpg
AZABUDAI-HILLS-CAFE,パイナップルジンジャーエール (Pineapple Ginger Ale),cola_drink,/static/media/food/cola_drink.jpg
AZABUDAI-HILLS-CAFE,ボタニカルトニック (Botanical Tonic),,(tile)
AZABUDAI-HILLS-CAFE,パーフェクトグリーン (Perfect Green),,(tile)
AZABUDAI-HILLS-CAFE,レッドシュプリーム (Red Supreme),,(tile)
AZABUDAI-HILLS-CAFE,りんごジュース [国産ストレート] (Apple Juice),juice_beverage,/static/media/food/juice_beverage.jpg
AZABUDAI-HILLS-CAFE,みかんジュース [国産ストレート] (Mandarin Orange Juice),juice_beverage,/static/media/food/juice_beverage.jpg
AZABUDAI-HILLS-CAFE,サントリープレミアムモルツ -生- (Suntory Premium Malt's -Draft-),beer_alcohol,/static/media/food/beer_alcohol.jpg
AZABUDAI-HILLS-CAFE,クラフトビール (Craft beer),beer_alcohol,/static/media/food/beer_alcohol.jpg
AZABUDAI-HILLS-CAFE,ハイボール (High ball),whisky,/static/media/food/whisky.jpg
AZABUDAI-HILLS-CAFE,ジントニック (Gin and Tonic),cocktail,/static/media/food/cocktail.jpg
AZABUDAI-HILLS-CAFE,ハニーレモンサワー (Honey Lemon Sour),chuhai,/static/media/food/chuhai.jpg
AZABUDAI-HILLS-CAFE,バックスフィズ (Buck's Fizz),,(tile)
AZABUDAI-HILLS-CAFE,本日のナチュールワイン (Today's Wine),wine_drink,/static/media/food/wine_drink.jpg
AZABUDAI-HILLS-CAFE,フレンチトースト - ココナッツオイル - (Coconut Oil French Toast),toast_breakfast,/static/media/food/toast_breakfast.jpg
AZABUDAI-HILLS-CAFE,クラシックホットドッグ (Classic Hot Dog),hotdog,/static/media/food/hotdog.jpg
AZABUDAI-HILLS-CAFE,グラノーラ ヨーグルトボウル (Granola Yogurt Bowl),,(tile)
AZABUDAI-HILLS-CAFE,グリルチキンのパワーサラダ (Grilled chicken and vegetable salad),salad_green,
AZABUDAI-HILLS-CAFE,オーガニック和紅茶 [ホット / アイス] (Organic Japanese Black Tea [Hot / Iced]),tea_matcha,/static/media/food/tea_matcha.jpg
AZABUDAI-HILLS-CAFE,オレンジジュース (Orange Juice),juice_beverage,/static/media/food/juice_beverage.jpg
AZABUDAI-HILLS-CAFE,アップルジュース (Apple Juice),juice_beverage,/static/media/food/juice_beverage.jpg
AlohaTable-WAIKIKI,Waikiki Style Premium Loco Moco,,(tile)
AlohaTable-WAIKIKI,Premium Loco Moco,,(tile)
AlohaTable-WAIKIKI,Plant Based Loco MOCO,,(tile)
AlohaTable-WAIKIKI,Avocado,,(tile)
AlohaTable-WAIKIKI,Grilled Tomato,,(tile)
AlohaTable-WAIKIKI,Cheese,,(tile)
AlohaTable-WAIKIKI,Extra Fried Egg,,(tile)
AlohaTable-WAIKIKI,Fried Onion,,(tile)
AlohaTable-WAIKIKI,Macaroni Salad,salad_green,
AlohaTable-WAIKIKI,Tuna & Boiled Whitebait Poke Rice Bowl,donburi_rice,/static/media/food/donburi_rice.jpg
AlohaTable-WAIKIKI,Tuna & Avocado Poke Rice Bowl,donburi_rice,/static/media/food/donburi_rice.jpg
AlohaTable-WAIKIKI,ALOHA MIX PLATE,teishoku,/static/media/food/teishoku.jpg
AlohaTable-WAIKIKI,MOCHIKO Fried Chicken Plate with Grated Daikon & Ponzu Citrus Sauce,teishoku,/static/media/food/teishoku.jpg
AlohaTable-WAIKIKI,MOCHIKO Fried Chicken Plate in Sweet & Sour Sauce,teishoku,/static/media/food/teishoku.jpg
AlohaTable-WAIKIKI,MOCHIKO Fried Chicken Plate,teishoku,/static/media/food/teishoku.jpg
AlohaTable-WAIKIKI,North Shore Garlic Shrimp Plate,teishoku,/static/media/food/teishoku.jpg
AlohaTable-WAIKIKI,Curry with Grilled Shrimp & Kale,curry_rice,/static/media/food/curry_rice.jpg
AlohaTable-WAIKIKI,Curry with Breast Chicken & Ripe Tomato,curry_rice,/static/media/food/curry_rice.jpg
AlohaTable-WAIKIKI,Mini Salad,salad_green,
AlohaTable-WAIKIKI,Large Serving,,(tile)
AlohaTable-WAIKIKI,Small Serving,,(tile)
AlohaTable-WAIKIKI,Munchies Pancake with Grilled Chicken & Caesar,pancakes,
AlohaTable-WAIKIKI,Munchies Pancake with Salmon & Avocado,pancakes,
AlohaTable-WAIKIKI,"Pancake with Maple, Sausage & Egg",pancakes,
AlohaTable-WAIKIKI,Hawaiian Local Cobb Salad,salad_green,
AlohaTable-WAIKIKI,"Change Cottage Cheese to ""Blue Cheese""",,(tile)
AlohaTable-WAIKIKI,Caesar Salad with Prosciutto,salad_green,
AlohaTable-WAIKIKI,Baguette,,(tile)
AlohaTable-WAIKIKI,Green Salad with Kale & Sprouts,salad_green,
AlohaTable-WAIKIKI,Hawaiian Salt Green Soybeans,,(tile)
AlohaTable-WAIKIKI,Tuna & Sea Asparagus Poke,,(tile)
AlohaTable-WAIKIKI,Ripe Tomato & Lime Poke,,(tile)
AlohaTable-WAIKIKI,Smoked Salmon Carpaccio,,(tile)
AlohaTable-WAIKIKI,North Shore Garlic Shrimp,,(tile)
AlohaTable-WAIKIKI,Prosciutto & Salami,,(tile)
AlohaTable-WAIKIKI,Calamari Fritto with Aioli,,(tile)
AlohaTable-WAIKIKI,Taste of Aloha,,(tile)
AlohaTable-WAIKIKI,KONA Fritto with Shrimp & Mahi-Mahi,,(tile)
AlohaTable-WAIKIKI,MOCHIKO Fried Chicken,karaage_chicken,/static/media/food/karaage_chicken.jpg
AlohaTable-WAIKIKI,French Fries Plain,french_fries,/static/media/food/french_fries.jpg
AlohaTable-WAIKIKI,French Fries Garlic,french_fries,/static/media/food/french_fries.jpg
AlohaTable-WAIKIKI,Rib Finger Cut Steak with Onion Sauce 150g,steak_plate,/static/media/food/steak_plate.jpg
AlohaTable-WAIKIKI,Angus Beef Steak with Onion Sauce 200g,steak_plate,/static/media/food/steak_plate.jpg
AlohaTable-WAIKIKI,Rice,,(tile)
AlohaTable-WAIKIKI,Whipped Cream & Butter,,(tile)
AlohaTable-WAIKIKI,Berry & Berry,,(tile)
AlohaTable-WAIKIKI,Caramelized Banana,,(tile)
AlohaTable-WAIKIKI,Acai Bowl with Berry & Berry,,(tile)
AlohaTable-WAIKIKI,OREO Cheese Cake,cake_dessert,/static/media/food/cake_dessert.png
